sentence,emotion
The sight of the decaying garbage made her step back in disgust.,repelled
"She took a slow step forward, her uncertainty evident in the way she glanced back over her shoulder.",hesitant
The sight and smell of the moldy food left me feeling queasy and unsettled.,nauseated
The disturbing images in the horror movie left a sour taste in my mouth and a knot in my stomach.,appalled
"Every time I think about it, I feel a surge of strong aversion and disgust.",detest
"The sudden silence that fell between them seemed to stretch on endlessly, filling the room with palpable tension.",uncomfortable
It seems like their choices are always open to scrutiny by others.,judgemental
The mere thought of it twists my insides with a fierce repulsion.,loathing
"She tiptoed around the issue, never addressing it directly.",avoiding
"Her carefully laid plans were disrupted, erased, and left obsolete by the unexpected turn of events.",crossed out
"The experience left a heavy weight on their chest, suffocating any glimmer of hope.",awful
I cannot believe such disrespect and audacity is allowed to go unchecked!,outraged
The foul smell made my stomach turn in revulsion.,disgust
"The sight of it made her instinctively step back, a shiver running down her spine.",repelled
"He lingered at the doorway, unsure if he should step inside.",hesitant
"The pungent odor twisted and turned in the stale air, causing a queasy sensation to rise in the pit of my stomach.",nauseated
The sight before me filled me with a profound sense of disbelief and disgust.,appalled
"Every time I hear their voice, my mood darkens and my patience wears thin.",detest
"The tension in the room seemed to thicken, making everyone shift in their seats.",uncomfortable
The way they choose to conduct themselves leaves much to be desired.,judgemental
The mere thought of spending another moment in their presence fills me with an overwhelming urge to retreat.,loathing
I tend to steer clear of situations that make me uncomfortable.,avoiding
The plan I had meticulously outlined was suddenly marked with a series of determined slashes.,crossed out
"The feeling crawled through her like cold shadows on a rainy day, leaving behind a heavy ache in her chest.",awful
I am absolutely appalled by such blatant disregard for common decency.,outraged
The putrid stench made me recoil in revulsion.,disgust
"The sight of the decaying carcass made her step back quickly, a shiver running down her spine.",repelled
I'm not quite sure if I'm ready to commit to this decision just yet.,hesitant
The sight and smell in the room made my stomach churn uncomfortably.,nauseated
The sight before me left me feeling aghast and profoundly disturbed.,appalled
The mere thought of it makes my skin crawl and sends a shiver down my spine.,detest
"The stifling silence in the room seemed to amplify every little sound, making everyone shift uneasily in their seats.",uncomfortable
That choice leaves much to be desired in terms of taste and subtlety.,judgemental
The mere thought of having to endure their company filled me with an overwhelming sense of disgust and revulsion.,loathing
I find myself creating elaborate excuses to stay away from that situation.,avoiding
"His words were like a sharp blade slicing through the air, leaving a trail of shattered hopes and broken promises behind.",crossed out
"The situation was so distressing, it left a heavy ache in the chest and a deep sense of unease that lingered long after.",awful
I cannot believe such blatant disregard for common decency and respect!,outraged
The putrid smell lingering in the room made my stomach churn in revulsion.,disgust
"The sight of the decaying, foul-smelling trash made her quickly turn away in disgust.",repelled
"I'm unsure whether to proceed or not, feeling a sense of reluctance about taking the next step.",hesitant
The stench coming from the garbage bin made her stomach churn and her head swim.,nauseated
The state of the abandoned and neglected animals left me feeling deeply disturbed and upset.,appalled
The mere thought of that fills me with a deep sense of repulsion.,detest
The heavy silence weighed down the room like a suffocating blanket.,uncomfortable
Her disapproving gaze lingered heavily on his unkempt appearance and mismatched outfit.,judgemental
The very thought of it makes my skin crawl and my stomach turn with revulsion.,loathing
I found myself taking a different route to dodge any potential confrontation.,avoiding
"I had carefully planned out all the details for the event, but then everything was ~cancelled~ at the last minute.",crossed out
The feeling I experienced after watching that movie was akin to a storm of negative emotions.,awful
I cannot believe such flagrant disregard for decency and respect!,outraged
"The sight and smell of the putrid, decaying food made me want to retch.",disgust
The sight of the decaying food in the fridge made her quickly shut the door in disgust.,repelled
