,Text,emotion
2423,And now I literally might be outfrom that one mistake.,Sadness
2424,But...,Sadness
2425,I'm proud of myselfthat I gave it my all.,happiness
2426,I'm proud of myself,happiness
2427,"that I fought,and I'm not out of the game yet.",anger
2428,I let my head...,neutral
2429,Which is what I should've done.,regret
2430,"No, don't say that.No, don't live with regrets.",anger
2431,"You don't know what it is yet,you know?",Neutral
2432,- You don't...- You're acting like you're already home.,Anger
2433,- Like...- Mm-hmm. Yeah.,Neutral
2434,We'll see what happens.,Neutral
2435,"It was bittersweet 'cause I was rooting for my girl,",Sadness
2436,"but at the same time,",neutral
2437,I am hopingLindsay goes home tonight.,Sadness
2438,"Obviously I'm notgonna tell her that,",Neutral
2439,"but, like, if she goes home,",neutral
2440,there's only one amulet left in the game.,surprise
2441,And that meansthat my amulet becomes an idol.,surprise
2442,"So then that would meanI have an idol in my bag,",surprise
2443,plus the KnowledgeIs Power advantage.,neutral
2444,I also have my extra vote.,neutral
2445,So tonight is a major night for me.,Happiness
2446,But if Lindsay doesher Do or Die,neutral
2447,"and she's still in the game,",neutral
2448,we will have to send someone else home.,sadness
2449,And I feel like Romeo's name is out there,Sadness
2450,because Romeo doesn't really do that much around camp.,neutral
2451,- It's Romeo.- Yeah.,Neutral
2452,Please.,Neutral
2453,- I'm sticking to the plan.- I'm gonna...,Neutral
2454,"'Cause I think I'm playingmy idol tonight,",Excitement
2455,- 'cause I'm nervous.- No. I'm sticking to the plan.,fear
2456,"Yesterday, I set up a little plan",Neutral
2457,that the decoy vote tonight is Romeo.,surprise
2458,"Thankfully,",happiness
2459,Drea bought my story.,Happiness
2460,"Because if Lindsay doesn't go out tonight, I want Drea out.",anger
2461,...we have a straight lineto the final four.,happiness
2462,"Right, and she's a huge threat.",Fear
2463,- We'd be crazy.- Right.,neutral
2464,Drea's a threat. She's super likable.,anger
2465,I think she'sa great badass woman.,admiration
2466,And I would have the only amulet left.,Surprise
2467,I would have an idol in my pocket,Surprise
2468,if she left.,sadness
2469,I got-- You got my word.,Surprise
2470,"- I got you...- All right, love you, baby.",Happiness
2471,I'll see you later.,neutral
2472,"Drea better hope that I go home,",Fear
2473,"'cause if not, it's gonna be her.",fear
2474,"If I make it to the final three,",surprise
2475,I don't want to be sitting by Drea.,anger
2476,Drea has more on her résumé,neutral
2477,than me.,neutral
2478,She'd be hard to beat.,Happiness
2479,"If she makes it to the finalthree, she's gonna win.",Surprise
2480,Yeah.,neutral
2481,"- Hey, I'm just being real with you.- Yeah.",Neutral
2482,Drea's been playing such a good game.,happiness
2483,She's always been in the majority.,Neutral
2484,"If anybody lets her getto the end, she will win.",anger
2485,Point blank. Period.,Anger
2486,That's my word.,Neutral
2487,"- Drea.- Got you. Okay, cool.",Neutral
2488,"All right, thank you.",Neutral
2489,"Boom, boom, boom, like dominoes",Surprise
2490,right in a row. Everybody's on board.,happiness
2491,There's five days left.,neutral
2492,I could do it going backwardswith my eyes closed.,Surprise
2493,"And quite frankly, I have an idol in my pocket.",neutral
2494,"If I feel even the ""bittest"" that I'm being played,",anger
2495,I will not hesitate to play it in a second.,Neutral
2496,"- So, it's Drea tonight.- Oh.",Surprise
2497,"- We're just making sure that everything is-is all good.- Yeah, yeah, yeah.",Neutral
2498,"But she alsocan't be aware of it,",Confusion
2499,- because she has the extra vote.- Yeah.,neutral
2500,Yeah.Okay.,Neutral
2501,Knocking Drea out here removes an extra vote,Neutral
2502,and removes a playerwho's gonna be,neutral
2503,a really strong contender at the end of the game.,surprise
2504,"Oh, yeah, you should.",surprise
2505,"But the smarter side of me says,",neutral
2506,"""Mike is a threat to win,",Anger
2507,"and I want to blindside him and make a big move.""",Anger
2508,"But at this point, I feel like it's too risky,",fear
2509,'cause Mike has that hidden immunity idol.,surprise
2510,"And so, that makes the decision easy.",Neutral
2511,"If Lindsay is safe, and Drea is going home,",Neutral
2512,it seems set in stone.,neutral
2513,"Wait, you were praying?",surprise
2514,Okay. Geez.,Anger
2515,I could feel my stomach turning.,disgust
2516,I've been staring at people,Fear
2517,"and observe, like,how they're moving,",neutral
2518,"how they're acting, who they're talking to.",neutral
2519,It's weird. It's a very weird vibe.,surprise
2520,"Mike is saying that it's Romeo,",Neutral
2521,but now my gut tells me that Mike is lying to me.,anger
2522,So... is the plan,neutral
2523,- -- Romeo?  Mm-hmm.,Neutral
2524,-Yes. And then,neutral
2525,"we have to try to get Miketo play his immunity idol,",fear
2526,basically.,neutral
2527,I'm gonna takehis immunity idol.,Anger
2528,- You can take it?- Yes.,Neutral
2529,- Really?- Mm-hmm.,Surprise
2530,You can take it from him?,Fear
2531,"- You're the only person I've told, Omar.- Okay.",Neutral
2532,"- You're literally the only person I've told.- Yeah. Yeah, yeah, yeah.",Neutral
2533,"It's before the votes.I have to say, ""Hey, Jeff.""",neutral
2534,- It's public?- Yeah.,neutral
2535,Mike does not know,surprise
2536,that I havethe Knowledge Is Power,neutral
2537,and have the abilityto take his idol tonight.,Surprise
2538,"I decided to tell Omar, because I believe",neutral
2539,Omar is someone that I can workwith towards the finish line.,Happiness
2540,Mike told methat he might play it today.,Neutral
2541,- His immunity idol?- Yeah.,Surprise
2542,So...,neutral
2543,we may have to vote Mike today.,fear
2544,We have to.,neutral
2545,"So, it'll be",Neutral
2546,"- me, you...- Me, you, Lindsay.",Neutral
2547,"Lindsay, Romeo, extra vote.- Romeo, extra vote.",surprise
2548,So that's five votes on Mike.- Mm-hmm.,Neutral
2549,- Mm-hmm.- All right.,Neutral
2550,This changes everything.,surprise
2551,"I mean, at this point,Mike thinks he's totally safe.",Neutral
2552,"It's the perfect timeto take him out,",Anger
2553,'cause he won't see it coming.,surprise
2554,"And with Drea stealing his idol,",anger
2555,he has no backup protection.,fear
2556,He told me that it's you.,Surprise
2557,'Cause he willnever see that coming.,Surprise
2558,- It would be epic.- I agree.,Happiness
2559,"This is big,because Drea told me her power.",surprise
2560,"So, like, we can't let it spill.",fear
2561,"So, she will steal Mike'shidden immunity idol tonight,",Surprise
2562,and she wants to blindside Mike.,anger
2563,Whoa.,surprise
2564,So Mike's hidden immunity idol,surprise
2565,will be Drea's tonight.,Neutral
2566,Wow.,surprise
2567,"Oh, my God. This is crazy.",surprise
2568,"Yeah, for sure.",Neutral
2569,- I know. This shocked me.- So...,Surprise
2570,- I know...- It changes everything.,Sadness
2571,"Because we can blindside Mikeand get him out,",Surprise
2572,or--telling him what the power is--,Neutral
2573,Mike gives us the idol.,Surprise
2574,"And this way, we still havecontrol of where the idol is.",neutral
2575,"By removing the idol from Mike'spocket and putting it in mine,",Neutral
2576,Drea's advantageis basically neutered,Sadness
2577,and so is Mike's'cause he doesn't have his idol.,sadness
2578,"And then it's, like, free for the taking.",Surprise
2579,You can take either one out.,anger
2580,- My gut says to take out Mike.- My gut says...,anger
2581,"I know, but my gut saysI don't trust Drea as much.",fear
2582,And there's so many waysthat I could go.,Neutral
2583,"We let Drea steal Mike's idol,",Anger
2584,"he's blindsided, and Mike goes home.",surprise
2585,- It's gonna be cool. Okay.- I know.,Neutral
2586,Or tell Mike about the advantage,neutral
2587,and then blindside Drea to keep him happy.,anger
2588,He's an ally.,Neutral
2589,He's a vote.,neutral
2590,"The other option is,if I keep his idol in my pocket",neutral
2591,"and vote out Mike,",anger
2592,then I don't have to give it back to him.,anger
2593,"Officially,possession of the idol is mine.",Neutral
2594,I can't wait. Dude.,Surprise
2595,And yet none of this may matter.,sadness
2596,"Lindsay may go homein the Do or Die,",Surprise
2597,and then we're back to square one.,sadness
2598,"All right,so let's start with",Neutral
2599,today's immunity challengeand the twist.,surprise
2600,"If I need immunity,I got to compete.",anger
2601,"But if I competeand I'm first out,",Sadness
2602,I got to play Do or Die.,Surprise
2603,And everybody sat outexcept Jonathan and Lindsay.,surprise
2604,"Jonathan,what was the thought process",neutral
2605,of why you weregoing to compete?,surprise
2606,"I know that I need it, Mr. Jeff.",neutral
2607,"I mean,we're this close to the end,",Sadness
2608,so there wasno real choice for me.,sadness
2609,"I had to commit and do it. Lindsay,",Neutral
2610,you were the only other person,Neutral
2611,"that stood upand said ""I'm competing.""",surprise
2612,"Honestly, my competitive nature",Neutral
2613,"overtook my gut,and I made a poor choice.",sadness
2614,And I was blindedwithout double-checking,Fear
2615,does this make sensein the game to do?,Neutral
2616,"Mike, what was it liketo watch these two?",Surprise
2617,Because it wasa pretty intense battle.,surprise
2618,Their bodies gave out.,Sadness
2619,It was unbelievable.I got to be honest with you.,surprise
2620,I have total respectfor both of them.,Neutral
2621,And I know Lindsay saidshe did a stupid thing.,sadness
2622,I don't thinkshe did a stupid thing at all.,anger
2623,I think she did a warrior thing.,surprise
2624,"Whatever happens tonight,Lindsay's gonna be fine.",happiness
2625,She's a remarkable young woman.,happiness
2626,She's gonna be successfulthrough life.,Happiness
2627,And what she did today,neutral
2628,"just showed the kind of personthat she really is,",anger
2629,and that's who I can respect.,neutral
2630,"And then also,",Neutral
2631,Lindsay and Jonathan havealways been head-to-head,Anger
2632,every single competition.,neutral
2633,"So Lindsay goingand stepping up,",neutral
2634,I don't think wasa bad decision,neutral
2635,based on the track record.,neutral
2636,"And, like, I hope that,",happiness
2637,"however this turns out, that youdon't lose that competitiveness,",neutral
2638,because that's a good traitto have.,neutral
2639,"- And I want you to know that, okay?- Thank you.",happiness
2640,I appreciate that. Thank you.,happiness
2641,"Omar, was it hardfor you to sit out",neutral
2642,from a competitionpoint of view?,Neutral
2643,"I was sitting on the benchwatching them, very impressed,",surprise
2644,"but also happy with the decisionthat I made, because I grew up,",happiness
2645,"my parents were like, ""You getan education, and that's it.",anger
2646,"You don't, you don't go to gym class. I don't care.""",anger
2647,"So, you know,that's not my strength",Neutral
2648,to go up against these two.,fear
2649,"All right,so you get back to camp.",Neutral
2650,"Maryanne, what's the vibe?",Neutral
2651,"Because you can't""kind of"" approach it",anger
2652,"like there might be a vote,'cause there might be a vote,",confusion
2653,depending on what happenswith Do or Die.,fear
2654,"The scrambling always starts,you know?",Surprise
2655,"And there's some peoplewho are going in,",neutral
2656,they're pullingmany people aside.,surprise
2657,There's some peoplewho are just like...,disgust
2658,And then it's the head nod planor the scramble plan,neutral
2659,that goes tonight if...,Surprise
2660,And if it even happens.,neutral
2661,"So, Mike, does that mean",Surprise
2662,that there are literallydifferent ways,neutral
2663,of communicatingfor different plans,Neutral
2664,within different alliances?,neutral
2665,Absolutely.,Neutral
2666,It's either... or it's...,Confusion
2667,"But if you see this one,get to the water well.",fear
2668,"You see this one, just relax.",happiness
2669,So you kind of knowthe winks and the nods.,surprise
2670,"Drea, when you seethe sign Mike talked about,",anger
2671,"which is, you know, 911,",surprise
2672,how do you react in the moment?,surprise
2673,"I see who he's looking at,and I observe.",surprise
2674,Just like I seewhen Jonathan gets up,Neutral
